Artist Link,Artist Name,Area,Stage,Day,Start Time,End Time,Song,Followers,Enjoyment,,
https://open.spotify.com/artist/2cCUtGK9sDU2EoElnk0GNB,The National,Main Stage,Other Stage,2024-06-30,21:45,21:45,https://open.spotify.com/track/4tyX1rw9X309WkEdh2As4B,1609854,25,,
https://open.spotify.com/artist/536BYVgOnRky0xjsPT96zl,Two Door Cinema Club,Main Stage,Other Stage,2024-06-30,19:45,19:45,https://open.spotify.com/track/4JHg4nNYUJQ5HULcCmI18R,2405322,20,,
https://open.spotify.com/artist/0p4nmQO2msCgU4IF37Wi3j,Avril Lavigne,Main Stage,Other Stage,2024-06-30,18:00,18:00,https://open.spotify.com/track/5xEM5hIgJ1jjgcEBfpkt2F,10990289,0,,
https://open.spotify.com/artist/1kDGbuxWknIKx4FlgWxiSp,Nothing But Thieves,Main Stage,Other Stage,2024-06-30,16:30,16:30,https://open.spotify.com/track/7uEvezzgCoYmqRDloOXUSR,1175239,20,,
https://open.spotify.com/artist/2WoVwexZuODvclzULjPQtm,Sampha,Main Stage,Woodsies Stage,2024-06-28,21:00,21:00,https://open.spotify.com/track/28qA8y1sz0FTuSapsCxNOG,759759,50,,
https://open.spotify.com/artist/0vn7UBvSQECKJm2817Yf1P,James Taylor,Main Stage,Other Stage,2024-06-30,15:00,15:00,https://open.spotify.com/track/1oht5GevPN9t1T3kG1m1GO,2607249,0,,
https://open.spotify.com/artist/3xByNj8XW17oW0wsJhgzYL,SOFT PLAY,Main Stage,Other Stage,2024-06-30,13:45,13:45,https://open.spotify.com/track/5h5FY6vmtDpgXF91BUexO0,216728,27,,
https://open.spotify.com/artist/4wrzxtBZw20ufDstKyTnnP,Rachel Chinouriri,Main Stage,Other Stage,2024-06-30,12:30,12:30,https://open.spotify.com/track/2gWY1fvwvKPQFFoahY4p3v,176609,20,,
https://open.spotify.com/artist/2qV7axHq9Jk7QqFcB3f05A,The Zutons,Main Stage,Other Stage,2024-06-30,11:15,11:15,https://open.spotify.com/track/2LuJkoxMlLQshNTVa8oCXW,146433,0,,
https://open.spotify.com/artist/59oA5WbbQvomJz2BuRG071,Jungle,Main Stage,West Holts Stage,2024-06-28,22:15,22:15,https://open.spotify.com/track/19kHhX6f6EfLU7rcO3RqjO,1396275,88,,
https://open.spotify.com/artist/7sTKZr30LqC928DZ5P9mNQ,Heilung,Main Stage,West Holts Stage,2024-06-28,20:15,20:15,https://open.spotify.com/track/7oGwKNBX90dXL53ZbhPxJk,651114,0,,
https://open.spotify.com/artist/7aA592KWirLsnfb5ulGWvU,Danny Brown,Main Stage,West Holts Stage,2024-06-28,18:30,18:30,https://open.spotify.com/track/3C1rUtw6tW9dfVPar8CMLf,852868,0,,
https://open.spotify.com/artist/7rZNSLWMjTbwdLNskFbzFf,Sugababes,Main Stage,West Holts Stage,2024-06-28,16:55,16:55,https://open.spotify.com/track/3EDS89HeAhHiZKlljciK0a,693447,0,,
https://open.spotify.com/artist/1EpyA68dKpjf7jXmQL88Hy,Noname,Main Stage,West Holts Stage,2024-06-28,15:30,15:30,https://open.spotify.com/track/5rNqaOOSNGrYtMo4sLDXU6,738777,25,,
https://open.spotify.com/artist/685XjGzGztyivfR3fAjoxo,Squid,Main Stage,West Holts Stage,2024-06-28,14:00,14:00,https://open.spotify.com/track/5mWlyBpAyIpP1lI1AXjln4,143232,41,,
https://open.spotify.com/artist/6XS2GPyMwHEgAn0VspnhMf,Asha Puthli,Main Stage,West Holts Stage,2024-06-28,12:30,12:30,https://open.spotify.com/track/4jTXmhMv91Fq0ivNQDzhPh,20315,0,,
https://open.spotify.com/artist/7wXTWO45lqpUejDkike0Gf,Sofia Kourtesis,Main Stage,West Holts Stage,2024-06-28,11:00,11:00,https://open.spotify.com/track/5Qa679CkfZaEEsLGUBfXFp,67307,48,,
https://open.spotify.com/artist/5Mq7iqCWBzofK39FBqblNc,Jessie Ware,Main Stage,West Holts Stage,2024-06-29,22:15,22:15,https://open.spotify.com/track/7fex2V7RzWl9nCKyILjibB,758246,34,,
https://open.spotify.com/artist/3ycxRkcZ67ALN3GQJ57Vig,Masego,Main Stage,West Holts Stage,2024-06-29,20:30,20:30,https://open.spotify.com/track/51rPRW8NjxZoWPPjnRGzHw,1391620,27,,
https://open.spotify.com/artist/6eU0jV2eEZ8XTM7EmlguK6,Black Pumas,Main Stage,West Holts Stage,2024-06-29,19:00,19:00,https://open.spotify.com/track/6J3HNhDBIwEX11bX8hzx5u,1004453,27,,
https://open.spotify.com/artist/5NCKpzuowtihcIrIHFjKbJ,Nitin Sawhney,Main Stage,West Holts Stage,2024-06-29,17:30,17:30,https://open.spotify.com/track/0TOVfRtYXE7D2CZw0fx9NU,260969,0,,
https://open.spotify.com/artist/29WzbAQtDnBJF09es0uddn,Corinne Bailey Rae,Main Stage,West Holts Stage,2024-06-29,16:00,16:00,https://open.spotify.com/track/2nGFzvICaeEWjIrBrL2RAx,787753,0,,
https://open.spotify.com/artist/4rGa6nIVxUyi8xWSwkHDE1,Alogte Oho & His Sounds of Joy,Main Stage,West Holts Stage,2024-06-29,14:30,14:30,https://open.spotify.com/track/7idNapSLaJMRTfIk5nPE0U,9684,0,,
https://open.spotify.com/artist/4og9jrin5xH5JiFPbeGUPb,The Skatalites,Main Stage,West Holts Stage,2024-06-29,13:00,13:00,https://open.spotify.com/track/6gyKNejreOJfwfeQQ7fNVw,232928,0,,
https://open.spotify.com/artist/6VR4TJ20WGiho2xZWMuuWb,Lambrini Girls,Main Stage,Woodsies Stage,2024-06-28,12:45,12:45,https://open.spotify.com/track/4UccUaOQ6lU7kAffOVgz1d,18240,0,,
https://open.spotify.com/artist/5nxFmhSekt9Acn4tWZxGge,47SOUL,Main Stage,West Holts Stage,2024-06-29,11:30,11:30,https://open.spotify.com/track/0DWUQlg6LVJiroEudYaORI,65748,0,,
https://open.spotify.com/artist/1gR0gsQYfi6joyO1dlp76N,Justice,Main Stage,West Holts Stage,2024-06-30,22:00,22:00,https://open.spotify.com/track/3aQ9MHkMeL7Yu7jpyF62xn,1226609,20,,
https://open.spotify.com/artist/7BMR0fwtEvzGtK4rNGdoiQ,Nia Archives,Main Stage,West Holts Stage,2024-06-30,20:00,20:00,https://open.spotify.com/track/7B0gxo0jQCy5Lk93RIODAC,171648,81,,
https://open.spotify.com/artist/4XquDVA8pkg5Lx91No1JxB,Brittany Howard,Main Stage,West Holts Stage,2024-06-30,18:30,18:30,https://open.spotify.com/track/5FJivl7KKZrbK990A7OE0u,268965,25,,
https://open.spotify.com/artist/24icoQNJSEWNu3XvqKBR68,Jordan Rakei,Main Stage,West Holts Stage,2024-06-30,17:00,17:00,https://open.spotify.com/track/64I9byMYBlS1ARsC3vtpgW,359890,34,,
https://open.spotify.com/artist/6UL7BodGc5iVmQGlMwHR0g,Steel Pulse,Main Stage,West Holts Stage,2024-06-30,15:30,15:30,https://open.spotify.com/track/4VK6BFsd38Gl9jDuLdPMZw,649033,0,,
https://open.spotify.com/artist/6vbKIm1WsvhMMDpthYONc1,Balming Tiger,Main Stage,West Holts Stage,2024-06-30,14:00,14:00,https://open.spotify.com/track/5EOZTsZ3szMYaIm7POU4aX,83866,0,,
https://open.spotify.com/artist/2kEDso93O2hDgCbnuiSkkZ,Jalen Ngonda,Main Stage,West Holts Stage,2024-06-30,12:30,12:30,https://open.spotify.com/track/4A48ckONJNoXU5smWT9CeG,131041,20,,
https://open.spotify.com/artist/0Cioop2zjxXxtcPUme7R46,Matthew Halsall,Main Stage,West Holts Stage,2024-06-30,11:00,11:00,https://open.spotify.com/track/7oOdeQyktbC4mCnuSYTFDk,98431,0,,
https://open.spotify.com/artist/7A0awCXkE1FtSU8B0qwOJQ,Jamie xx,Main Stage,Woodsies Stage,2024-06-28,22:30,22:30,https://open.spotify.com/track/3CqaTHbiU2nBy3Ar9RnDHN,808580,65,,
https://open.spotify.com/artist/2D4FOOOtWycb3Aw9nY5n3c,Declan McKenna,Main Stage,Woodsies Stage,2024-06-28,19:30,19:30,https://open.spotify.com/track/4sNG6zQBmtq7M8aeeKJRMQ,1005000,20,,
https://open.spotify.com/artist/4kIwETcbpuFgRukE8o7Opx,Arlo Parks,Main Stage,Woodsies Stage,2024-06-28,18:00,18:00,https://open.spotify.com/track/0sT4slW2xWai3EwVSiuL9Y,610624,32,,
https://open.spotify.com/artist/0Ak6DLKHtpR6TEEnmcorKA,The Vaccines,Main Stage,Woodsies Stage,2024-06-28,16:30,16:30,https://open.spotify.com/track/6Ca3uEAuun3HusTUiIXKs1,773473,0,,
https://open.spotify.com/artist/7uMDnSZyUYNBPLhPMNuaM2,Kenya Grace,Main Stage,Woodsies Stage,2024-06-28,15:15,15:15,https://open.spotify.com/track/593knnQN4REEshx8th9zgK,511834,27,,
https://open.spotify.com/artist/0NB5HROxc8dDBXpkIi1v3d,Remi Wolf,Main Stage,Woodsies Stage,2024-06-28,14:00,14:00,https://open.spotify.com/track/6NgvAmrhjUENGdtVQnBHx8,493216,0,,
https://open.spotify.com/artist/32rI2a65NqHEnTAewmPNEC,Voice of Baceprot,Main Stage,Woodsies Stage,2024-06-28,11:30,11:30,https://open.spotify.com/track/3GIUdK7VyTddyBsupRPjDq,43389,0,,
https://open.spotify.com/artist/3sFTupo9UGgrujjN21BjwR,Gossip,Main Stage,Woodsies Stage,2024-06-29,22:30,22:30,https://open.spotify.com/track/2IxixfQUSQkwCCblJT3Eq1,340240,0,,
https://open.spotify.com/artist/0otAqZw8htTsGHfqR491Yh,Sleaford Mods,Main Stage,Woodsies Stage,2024-06-29,21:00,21:00,https://open.spotify.com/track/06GBeo9UxaThL6monvFzHe,242522,43,,
https://open.spotify.com/artist/2h3ooJn8m8X8cL2g1BZ1Rd,Yard Act,Main Stage,Woodsies Stage,2024-06-29,19:30,19:30,https://open.spotify.com/track/3u7PMsVBQ1viIm8tlhotl6,114363,36,,
https://open.spotify.com/artist/5ztBFCBEL7OtjdAt98RnD4,Fat White Family,Main Stage,Woodsies Stage,2024-06-29,16:30,16:30,https://open.spotify.com/track/6cViIDfUx1fOBYtYcei2dg,88857,29,,
https://open.spotify.com/artist/4wXchxfTTggLtzkoUhO86Q,Soccer Mommy,Main Stage,Woodsies Stage,2024-06-29,15:15,15:15,https://open.spotify.com/track/3BpUZB0tw4zNmG3Iw1mclL,378980,0,,
https://open.spotify.com/artist/33yje3hgpNfdXpqdJQcrt9,Mannequin Pussy,Main Stage,Woodsies Stage,2024-06-29,14:00,14:00,https://open.spotify.com/track/4iaSz388a4iRMNRJZSClVG,164743,0,,
https://open.spotify.com/artist/4Gmrt82h2vjGjnp67SG5Nw,High Vis,Main Stage,Woodsies Stage,2024-06-29,12:45,12:45,https://open.spotify.com/track/0vf5m8HAO3EGlBd6fNTsor,33629,0,,
https://open.spotify.com/artist/1ZVACPeq7ccGCoUXwtafUU,KNEECAP,Main Stage,Woodsies Stage,2024-06-29,11:30,11:30,https://open.spotify.com/track/2nlivHG7sBn9C22SBhzuQp,66304,83,,
https://open.spotify.com/artist/53KwLdlmrlCelAZMaLVZqU,James Blake,Main Stage,Woodsies Stage,2024-06-30,21:30,21:30,https://open.spotify.com/track/76gcXhY3Zv6wW0BTe9nHJo,1448052,95,,
https://open.spotify.com/artist/3X2DdnmoANw8Rg8luHyZQb,Romy,Main Stage,Woodsies Stage,2024-06-30,20:00,20:00,https://open.spotify.com/track/1kDX084EZutVgxAJCaxwIA,114586,60,,
https://open.spotify.com/artist/3n8qeKQViV1waeCzZmS4Tx,Kim Gordon,Main Stage,Woodsies Stage,2024-06-30,18:30,18:30,https://open.spotify.com/track/3b34EvMAFHcdRBujeo9e6t,73931,20,,
https://open.spotify.com/artist/3kzwYV3OCB010YfXMF0Avt,Alvvays,Main Stage,Woodsies Stage,2024-06-30,17:00,17:00,https://open.spotify.com/track/5GAB1X0AJq2EZjxXP9zMFt,564515,0,,
https://open.spotify.com/artist/7qrEXiLLnWkkYHhadZ1Oij,Blondshell,Main Stage,Woodsies Stage,2024-06-30,15:30,15:30,https://open.spotify.com/track/2pqi703QQcp2zsuS3NgCii,68744,0,,
https://open.spotify.com/artist/1yz8XixOiIJJ9IxjbnfYV6,NewDad,Main Stage,Woodsies Stage,2024-06-30,14:00,14:00,https://open.spotify.com/track/1kiw6IXeTauPy3L964yxoZ,64458,36,,
https://open.spotify.com/artist/1Zr6I0quVpqoCSTs6TRCpo,JayaHadADream,Main Stage,Woodsies Stage,2024-06-30,11:15,11:15,https://open.spotify.com/track/1ulpa0sIaa5L8epciIFWvC,1900,0,,
https://open.spotify.com/artist/3SXwqSqAoBz9WCI9PDQzY6,Fontaines D.C.,Main Stage,The Park Stage,2024-06-28,23:00,23:00,https://open.spotify.com/track/1cg4xD453Wuol9fNsRDbsV,511205,65,,
https://open.spotify.com/artist/4wyNyxs74Ux8UIDopNjIai,King Krule,Main Stage,The Park Stage,2024-06-28,21:15,21:15,https://open.spotify.com/track/41fXeYArdTRuSDO4C3Nabg,839176,36,,
https://open.spotify.com/artist/1WgXqy2Dd70QQOU7Ay074N,AURORA,Main Stage,The Park Stage,2024-06-28,19:30,19:30,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6,3659508,27,,
https://open.spotify.com/artist/0ZUyFEafMwocvApBjTXvdo,This Is The Kit,Main Stage,The Park Stage,2024-06-28,16:30,16:30,https://open.spotify.com/track/7GLLjdSTZRhb736a12IJdu,112398,0,,
https://open.spotify.com/artist/7aLfd5azGVKmim6H38mZk2,The Mary Wallopers,Main Stage,The Park Stage,2024-06-28,15:15,15:15,https://open.spotify.com/track/16Q6QIVgqlMux1JxVH0IO9,52541,39,,
https://open.spotify.com/artist/0vTVU0KH0CVzijsoKGsTPl,Barry Can't Swim,Main Stage,The Park Stage,2024-06-28,14:00,14:00,https://open.spotify.com/track/3NZz7DWeVQesSOn6mO39F7,157390,81,,
https://open.spotify.com/artist/6aDX1jzNVAI9enlQzW0Pgw,Moonchild Sanelly,Main Stage,The Park Stage,2024-06-28,12:45,12:45,https://open.spotify.com/track/7ia5l12mCvbQTeAnG1oYpg,116383,0,,
https://open.spotify.com/artist/44tV2d4RDeMsS2sLOdcXHD,Lynks,Main Stage,The Park Stage,2024-06-28,11:30,11:30,https://open.spotify.com/track/2h2142a0MCcrd1bBNohCaN,22181,0,,
https://open.spotify.com/artist/2mLA48B366zkELXYx7hcDN,Peggy Gou,Main Stage,The Park Stage,2024-06-29,23:00,23:00,https://open.spotify.com/track/1BktkzhQ6rhP1jTREtUdPK,943160,41,,
https://open.spotify.com/artist/3csPCeXsj2wezyvkRFzvmV,Orbital,Main Stage,The Park Stage,2024-06-29,21:15,21:15,https://open.spotify.com/track/5xcunlfaZvD9BDQsLONI7A,348617,0,,
https://open.spotify.com/artist/1xgFexIwrf2QjbU0buCNnp,The Breeders,Main Stage,The Park Stage,2024-06-29,19:30,19:30,https://open.spotify.com/track/1KdwPeY1WRWQGHCmRJTveb,465890,0,,
https://open.spotify.com/artist/2zPm4XzwKuPidtfKh92H2Z,Lankum,Main Stage,The Park Stage,2024-06-29,18:00,18:00,https://open.spotify.com/track/21gCYJP9C9GUNI4jCZhheZ,72438,34,,
https://open.spotify.com/artist/00JAfwtx5gNiiqyor88Dr5,Arooj Aftab,Main Stage,The Park Stage,2024-06-29,16:30,16:30,https://open.spotify.com/track/7xFvweaPGFCrpQGqsSVKnk,193856,0,,
https://open.spotify.com/artist/0HutkALC7kq2L8b9bnZUkq,Otoboke Beaver,Main Stage,The Park Stage,2024-06-29,15:15,15:15,https://open.spotify.com/track/18ThXUp9jiQg26iD1w8reE,135807,20,,
https://open.spotify.com/artist/6tYmTHApvspl6KAgTfHjAY,bar italia,Main Stage,The Park Stage,2024-06-29,14:00,14:00,https://open.spotify.com/track/7iEwvFYCKssQmV1Zz6WPam,54533,0,,
https://open.spotify.com/artist/2lciIw4vq0jQqevXA2TEUl,Kara Jackson,Main Stage,The Park Stage,2024-06-29,12:45,12:45,https://open.spotify.com/track/1HoSyT8MIKRUZ3q3ohEFiK,30235,0,,
https://open.spotify.com/artist/1UQRtt7eHW6Bt4INNTUtb3,Johnny Flynn,Main Stage,The Park Stage,2024-06-29,11:10,11:10,https://open.spotify.com/track/22HK7FANZiL4S3UU0pH2X6,199208,20,,
https://open.spotify.com/artist/3Bd1cgCjtCI32PYvDC3ynO,London Grammar,Main Stage,The Park Stage,2024-06-30,21:15,21:15,https://open.spotify.com/track/3Z5VaAEN7NWkgBXbCXNilW,1535732,36,,
https://open.spotify.com/artist/7zJL978NtANOysfGY21ty6,Ghetts,Main Stage,The Park Stage,2024-06-30,19:30,19:30,https://open.spotify.com/track/4zFKvMMR12rfkbyWriLlBM,206811,0,,
https://open.spotify.com/artist/3NUtpWpGDoffm3RCGhSHtl,Mount Kimbie,Main Stage,The Park Stage,2024-06-30,18:00,18:00,https://open.spotify.com/track/64mpPHhJIs1Fzlk1n7b9Kn,333741,48,,
https://open.spotify.com/artist/0EgHhNmWcjusA7F2heSD0O,Baxter Dury,Main Stage,The Park Stage,2024-06-30,16:30,16:30,https://open.spotify.com/track/6Orwi1oYLckpnBF7NbCbrg,123388,32,,
https://open.spotify.com/artist/48dgx7iGqLQ3E5KO3pzd94,Mdou Moctar,Main Stage,The Park Stage,2024-06-30,15:15,15:15,https://open.spotify.com/track/5KF3OIL7J5Un8y447fBbHR,129553,22,,
https://open.spotify.com/artist/7GRrLcUxwtQLvOpO7OHO80,Psychedelic Porn Crumpets,Main Stage,The Park Stage,2024-06-30,14:00,14:00,https://open.spotify.com/track/4xBFKgS6VAmpmeoG0WJ9Pl,302047,0,,
https://open.spotify.com/artist/5GA6j57yIPCBrWk1lTvF9o,Lime Garden,Main Stage,The Park Stage,2024-06-30,12:45,12:45,https://open.spotify.com/track/3BOiQtFYI4EE27CyNwm9rU,23350,0,,
https://open.spotify.com/artist/4u5UG0TxXroCBnpgBruPOP,Problem Patterns,Main Stage,The Park Stage,2024-06-30,11:30,11:30,https://open.spotify.com/track/2JDMX69HvkeJuoNmFoj1Lz,4366,0,,
https://open.spotify.com/artist/3WrFJ7ztbogyGnTHbHJFl2,The Beatles,Main Stage,Acoustic Stage,2024-06-28,21:30,21:30,https://open.spotify.com/track/6dGnYIeXmHdcikdzNNDMm2,27598034,27,,
https://open.spotify.com/artist/2wpJOPmf1TIOzrB9mzHifd,Scouting For Girls,Main Stage,Acoustic Stage,2024-06-28,20:00,20:00,https://open.spotify.com/track/0wG4gampO24nC7VKm5pxjg,342781,0,,
https://open.spotify.com/artist/2gTl60Ao3u7bljVnAqxPh8,Tanita Tikaram,Main Stage,Acoustic Stage,2024-06-28,18:30,18:30,https://open.spotify.com/track/6wWlaSxOrBizAcpqkuv1FJ,155083,20,,
https://open.spotify.com/artist/08DRTASY1wyduMevINkClA,Dervish,Main Stage,Acoustic Stage,2024-06-28,17:00,17:00,https://open.spotify.com/track/3mTkN13P0kiUtKWhAtbAP0,29406,0,,
https://open.spotify.com/artist/1UzKSuyOqKgUupcNNEtnF1,Stornoway,Main Stage,Acoustic Stage,2024-06-28,16:00,16:00,https://open.spotify.com/track/4AjX2uPdDmjVybauEwAiwa,50136,0,,
https://open.spotify.com/artist/7eFa5ZzDWxhQK2WKIBF6AF,Red Hot Chilli Pipers,Main Stage,Acoustic Stage,2024-06-28,15:00,15:00,https://open.spotify.com/track/191Y5xUWn4jftONOABUy4F,86752,0,,
https://open.spotify.com/artist/38euc5ce2q2MMzaoJcPstz,Josh Rouse,Main Stage,Acoustic Stage,2024-06-28,14:00,14:00,https://open.spotify.com/track/51b932KKxiuq7pMxfTqwW6,59030,0,,
https://open.spotify.com/artist/574ERIqzZ5yZU9JhIf3Ysf,Angie McMahon,Main Stage,Acoustic Stage,2024-06-28,13:00,13:00,https://open.spotify.com/track/5EeqvDL2BckMvhbNtOEHAh,138711,0,,
